val_loss,val_accuracy,loss,accuracy
0.5873440504074097,0.7735486626625061,0.8838371440132189,0.6996856927871704
0.4272233545780182,0.7531718611717224,0.8116031257252682,0.7287843227386475
0.5594979524612427,0.7635524868965149,0.7884867032377035,0.7327384948730469
0.645576536655426,0.7554786801338196,0.8082244413795595,0.7327384948730469
0.29476290941238403,0.7662437558174133,0.7778761566356074,0.7390246391296387
0.3491562604904175,0.7647058963775635,0.786203823290961,0.7393288016319275
0.3802218437194824,0.7589388489723206,0.7678349033144634,0.7418635487556458
0.6385668516159058,0.7712418437004089,0.7753945598251303,0.7346649169921875
0.5267823338508606,0.7723952531814575,0.768187130028126,0.7407482266426086
0.5836329460144043,0.7685505747795105,0.7862171623427135,0.7386190891265869
0.404244601726532,0.7635524868965149,0.7681870038509611,0.7396329641342163
0.4575376510620117,0.78277587890625,0.762722932602249,0.746020495891571
0.5025390386581421,0.7589388489723206,0.7665654652641787,0.7428774237632751
0.36692309379577637,0.7731641530990601,0.760788763063766,0.7474399209022522
0.37087053060531616,0.7731641530990601,0.756186477476596,0.7451080083847046
0.27718329429626465,0.7708573341369629,0.761494580850052,0.7453107833862305
0.5042614340782166,0.775086522102356,0.7749502416086357,0.7378079891204834
0.4930090606212616,0.7727797031402588,0.7588970434843352,0.750785768032074
0.4460206627845764,0.7708573341369629,0.7612943831858789,0.7453107833862305
0.33652985095977783,0.7735486626625061,0.7788490169033564,0.7398357391357422
0.4011806547641754,0.775086522102356,0.743096252544335,0.7521038055419922
0.41149795055389404,0.7731641530990601,0.7541551016974398,0.7481496334075928
0.41466325521469116,0.7800846099853516,0.7528492123761815,0.7492649555206299
0.5291229486465454,0.7723952531814575,0.7526729859379234,0.7467302083969116
0.3191710412502289,0.7754709720611572,0.7480625481026828,0.7500760555267334
