epoch,auc_1,loss,val_auc_1,val_loss
0,0.8133483,0.880252697474935,0.8986976742744446,0.6199989318847656
1,0.84487325,0.7914947477875357,0.8964443206787109,0.42605912685394287
2,0.84659135,0.8012064077979131,0.8949681520462036,0.5169146656990051
3,0.8511949,0.7708473766864126,0.9037756323814392,0.5567566752433777
4,0.86013496,0.747220669038806,0.8934375643730164,0.6338586807250977
0,0.76044947,0.8637698782236064,0.8069972991943359,0.39811140298843384
1,0.7779958,0.7890863769329743,0.8158400654792786,0.25997090339660645
2,0.7849635,0.7638558839356864,0.8123798370361328,0.7506211996078491
3,0.78898865,0.7596354866220008,0.8143022060394287,0.5061612725257874
